Loading pretrained model weights selectively (backbone)
----------
epoch 1
1/849, train_loss: 0.7788
289/849, train_loss: 0.7307
290/849, train_loss: 0.6697
291/849, train_loss: 0.6875
292/849, train_loss: 0.6506
293/849, train_loss: 0.6616
294/849, train_loss: 0.4775
295/849, train_loss: 0.6665
296/849, train_loss: 0.7017
297/849, train_loss: 0.6792
298/849, train_loss: 0.6550
299/849, train_loss: 0.6445
300/849, train_loss: 0.7415
301/849, train_loss: 0.7593
302/849, train_loss: 0.7190
303/849, train_loss: 0.6665
304/849, train_loss: 0.7191
305/849, train_loss: 0.7549
306/849, train_loss: 0.7336
307/849, train_loss: 0.6992
308/849, train_loss: 0.6140
309/849, train_loss: 0.6599
310/849, train_loss: 0.6741
311/849, train_loss: 0.7012
312/849, train_loss: 0.6401
313/849, train_loss: 0.5498
314/849, train_loss: 0.6709
315/849, train_loss: 0.7129
316/849, train_loss: 0.6472
317/849, train_loss: 0.7314
318/849, train_loss: 0.7214
319/849, train_loss: 0.6851
320/849, train_loss: 0.7573
321/849, train_loss: 0.6812
322/849, train_loss: 0.7095
323/849, train_loss: 0.7190
324/849, train_loss: 0.6462
325/849, train_loss: 0.6626
326/849, train_loss: 0.6711
327/849, train_loss: 0.6689
328/849, train_loss: 0.6482
329/849, train_loss: 0.6560
330/849, train_loss: 0.5869
331/849, train_loss: 0.6943
332/849, train_loss: 0.7017
333/849, train_loss: 0.5730
334/849, train_loss: 0.7800
335/849, train_loss: 0.7434
336/849, train_loss: 0.7339
337/849, train_loss: 0.6301
338/849, train_loss: 0.6619
339/849, train_loss: 0.6758
340/849, train_loss: 0.6758
341/849, train_loss: 0.7271
342/849, train_loss: 0.6675
343/849, train_loss: 0.8198
344/849, train_loss: 0.5540
345/849, train_loss: 0.7410
346/849, train_loss: 0.6672
347/849, train_loss: 0.5488
348/849, train_loss: 0.7683
349/849, train_loss: 0.5747
350/849, train_loss: 0.6101
351/849, train_loss: 0.6724
352/849, train_loss: 0.6140
353/849, train_loss: 0.7271
354/849, train_loss: 0.7888
355/849, train_loss: 0.5120
356/849, train_loss: 0.6492
357/849, train_loss: 0.6199
358/849, train_loss: 0.6584
359/849, train_loss: 0.5757
360/849, train_loss: 0.6418
361/849, train_loss: 0.7322
362/849, train_loss: 0.6458
363/849, train_loss: 0.5277
364/849, train_loss: 0.6057
365/849, train_loss: 0.7573
366/849, train_loss: 0.6411
367/849, train_loss: 1.1902
368/849, train_loss: 0.8606
369/849, train_loss: 0.5770
370/849, train_loss: 0.8123
371/849, train_loss: 0.5469
372/849, train_loss: 0.5356
373/849, train_loss: 0.8616
374/849, train_loss: 0.5405
375/849, train_loss: 0.7031
376/849, train_loss: 0.4988
377/849, train_loss: 0.6902
378/849, train_loss: 0.6938
379/849, train_loss: 0.6335
380/849, train_loss: 0.4803
381/849, train_loss: 0.7200
382/849, train_loss: 0.6036
383/849, train_loss: 0.8987
384/849, train_loss: 0.9016
385/849, train_loss: 0.8794
386/849, train_loss: 0.8547
387/849, train_loss: 0.8386
388/849, train_loss: 0.5986
389/849, train_loss: 0.6425
390/849, train_loss: 0.7227
391/849, train_loss: 0.7542
392/849, train_loss: 0.4296
393/849, train_loss: 0.6670
394/849, train_loss: 0.7366
395/849, train_loss: 0.6187
396/849, train_loss: 0.6746
397/849, train_loss: 0.7571
398/849, train_loss: 0.8110
399/849, train_loss: 0.7107
400/849, train_loss: 0.7451
401/849, train_loss: 0.8862
402/849, train_loss: 0.6204
403/849, train_loss: 0.7053
404/849, train_loss: 0.7393
405/849, train_loss: 0.6990
406/849, train_loss: 0.7191
407/849, train_loss: 0.7534
408/849, train_loss: 0.6802
409/849, train_loss: 0.6123
410/849, train_loss: 0.8564
411/849, train_loss: 0.7551
412/849, train_loss: 0.6885
413/849, train_loss: 0.6555
414/849, train_loss: 0.6775
415/849, train_loss: 0.7673
416/849, train_loss: 0.6187
417/849, train_loss: 0.5612
418/849, train_loss: 0.6099
419/849, train_loss: 0.6055
420/849, train_loss: 0.6052
421/849, train_loss: 0.6965
422/849, train_loss: 0.5614
423/849, train_loss: 0.5103
424/849, train_loss: 0.9075
425/849, train_loss: 0.8669
426/849, train_loss: 0.6570
427/849, train_loss: 0.8972
428/849, train_loss: 0.4724
429/849, train_loss: 0.8357
430/849, train_loss: 0.8435
431/849, train_loss: 0.5514
432/849, train_loss: 0.5752
433/849, train_loss: 0.6257
434/849, train_loss: 0.5819
435/849, train_loss: 0.6155
436/849, train_loss: 0.8049
437/849, train_loss: 0.5999
438/849, train_loss: 0.7598
439/849, train_loss: 0.5959
440/849, train_loss: 0.8435
441/849, train_loss: 0.5818
442/849, train_loss: 0.7727
443/849, train_loss: 0.5852
444/849, train_loss: 0.7517
445/849, train_loss: 0.7773
446/849, train_loss: 0.6570
447/849, train_loss: 0.5940
448/849, train_loss: 0.5776
449/849, train_loss: 0.7456
450/849, train_loss: 0.8005
451/849, train_loss: 0.7192
452/849, train_loss: 0.6189
453/849, train_loss: 0.6313
454/849, train_loss: 0.8530
455/849, train_loss: 0.7329
456/849, train_loss: 0.8054
457/849, train_loss: 0.6670
458/849, train_loss: 0.7708
459/849, train_loss: 0.6355
460/849, train_loss: 0.7461
461/849, train_loss: 0.6997
462/849, train_loss: 0.5436
463/849, train_loss: 0.5376
464/849, train_loss: 0.6460
465/849, train_loss: 0.6611
466/849, train_loss: 0.6973
467/849, train_loss: 0.8801
468/849, train_loss: 0.8047
469/849, train_loss: 0.6353
470/849, train_loss: 0.5579
471/849, train_loss: 0.7415
472/849, train_loss: 0.7622
473/849, train_loss: 0.6372
474/849, train_loss: 0.6250
475/849, train_loss: 0.6375
476/849, train_loss: 0.7515
477/849, train_loss: 0.6863
478/849, train_loss: 0.6860
479/849, train_loss: 0.7864
480/849, train_loss: 0.6384
481/849, train_loss: 0.7852
482/849, train_loss: 0.6384
483/849, train_loss: 0.6348
484/849, train_loss: 0.6638
485/849, train_loss: 0.7246
486/849, train_loss: 0.5427
487/849, train_loss: 0.7019
488/849, train_loss: 0.6104
489/849, train_loss: 0.6521
490/849, train_loss: 0.8621
491/849, train_loss: 0.4875
492/849, train_loss: 0.5994
493/849, train_loss: 0.5713
494/849, train_loss: 0.6069
495/849, train_loss: 0.8042
496/849, train_loss: 0.8367
497/849, train_loss: 0.5706
498/849, train_loss: 0.5698
499/849, train_loss: 0.8716
500/849, train_loss: 0.5554
501/849, train_loss: 0.5294
502/849, train_loss: 0.8601
503/849, train_loss: 0.5402
504/849, train_loss: 0.9192
505/849, train_loss: 0.8508
506/849, train_loss: 0.8513
507/849, train_loss: 0.6367
508/849, train_loss: 0.7788
509/849, train_loss: 0.8142
510/849, train_loss: 1.0322
511/849, train_loss: 0.7788
512/849, train_loss: 0.6123
513/849, train_loss: 0.7407
514/849, train_loss: 0.6379
515/849, train_loss: 0.7361
516/849, train_loss: 0.6812
517/849, train_loss: 0.5476
518/849, train_loss: 0.7900
519/849, train_loss: 0.6235
520/849, train_loss: 0.7417
521/849, train_loss: 0.5540
522/849, train_loss: 0.5574
523/849, train_loss: 0.5674
524/849, train_loss: 0.5588
525/849, train_loss: 0.7151
526/849, train_loss: 0.6709
527/849, train_loss: 0.5332
528/849, train_loss: 0.7498
529/849, train_loss: 0.9446
530/849, train_loss: 0.6414
531/849, train_loss: 0.7910
532/849, train_loss: 0.7727
533/849, train_loss: 0.7854
534/849, train_loss: 0.9590
535/849, train_loss: 0.7566
536/849, train_loss: 0.6367
537/849, train_loss: 0.7397
538/849, train_loss: 0.7981
539/849, train_loss: 0.7422
540/849, train_loss: 0.6963
541/849, train_loss: 0.5256
542/849, train_loss: 0.7056
543/849, train_loss: 0.7466
544/849, train_loss: 0.6729
545/849, train_loss: 0.6666
546/849, train_loss: 0.6963
547/849, train_loss: 0.6340
548/849, train_loss: 0.6013
549/849, train_loss: 0.7383
550/849, train_loss: 0.7234
551/849, train_loss: 0.7295
552/849, train_loss: 0.5170
553/849, train_loss: 0.5122
554/849, train_loss: 0.5094
555/849, train_loss: 0.7710
556/849, train_loss: 0.6511
557/849, train_loss: 0.4667
558/849, train_loss: 0.5396
559/849, train_loss: 1.0190
560/849, train_loss: 0.7335
561/849, train_loss: 0.4287
562/849, train_loss: 0.4423
563/849, train_loss: 0.4219
564/849, train_loss: 1.0693
565/849, train_loss: 0.3959
566/849, train_loss: 1.1152
567/849, train_loss: 0.4131
568/849, train_loss: 0.7329
569/849, train_loss: 0.4143
570/849, train_loss: 0.8792
571/849, train_loss: 0.3989
572/849, train_loss: 0.8390
573/849, train_loss: 0.7454
574/849, train_loss: 1.1665
575/849, train_loss: 0.4169
576/849, train_loss: 1.1260
577/849, train_loss: 0.7902
578/849, train_loss: 0.7158
579/849, train_loss: 0.4280
580/849, train_loss: 0.7809
581/849, train_loss: 0.4407
582/849, train_loss: 1.0647
583/849, train_loss: 0.9907
584/849, train_loss: 0.7001
585/849, train_loss: 0.6561
586/849, train_loss: 0.7810
587/849, train_loss: 0.5781
588/849, train_loss: 0.6710
589/849, train_loss: 0.7827
590/849, train_loss: 0.5238
591/849, train_loss: 0.9009
592/849, train_loss: 0.5562
593/849, train_loss: 0.7229
594/849, train_loss: 0.5607
595/849, train_loss: 0.5759
596/849, train_loss: 0.6750
597/849, train_loss: 0.5903
598/849, train_loss: 0.7075
599/849, train_loss: 0.8103
600/849, train_loss: 0.6619
601/849, train_loss: 0.5920
602/849, train_loss: 0.8181
603/849, train_loss: 0.7646
604/849, train_loss: 0.5784
605/849, train_loss: 0.6448
606/849, train_loss: 0.6770
607/849, train_loss: 0.5947
608/849, train_loss: 0.5742
609/849, train_loss: 0.5973
610/849, train_loss: 0.6375
611/849, train_loss: 0.8286
612/849, train_loss: 0.8574
613/849, train_loss: 0.4539
614/849, train_loss: 0.8511
615/849, train_loss: 0.6462
616/849, train_loss: 0.5933
617/849, train_loss: 0.6160
618/849, train_loss: 0.6123
619/849, train_loss: 1.0398
620/849, train_loss: 0.6899
621/849, train_loss: 0.8130
622/849, train_loss: 0.7595
623/849, train_loss: 0.7004
624/849, train_loss: 0.7744
625/849, train_loss: 0.7466
626/849, train_loss: 0.6497
627/849, train_loss: 0.7368
628/849, train_loss: 0.6304
629/849, train_loss: 0.6562
630/849, train_loss: 0.6001
631/849, train_loss: 0.6799
632/849, train_loss: 0.7195
633/849, train_loss: 0.7134
634/849, train_loss: 0.7285
635/849, train_loss: 0.7000
636/849, train_loss: 0.5757
637/849, train_loss: 0.8335
638/849, train_loss: 0.6968
639/849, train_loss: 0.5469
640/849, train_loss: 0.7888
641/849, train_loss: 0.6736
642/849, train_loss: 0.7048
643/849, train_loss: 0.7019
644/849, train_loss: 0.6841
645/849, train_loss: 0.6902
646/849, train_loss: 0.6162
647/849, train_loss: 0.6770
648/849, train_loss: 0.7429
649/849, train_loss: 0.5591
650/849, train_loss: 0.6294
651/849, train_loss: 0.7024
652/849, train_loss: 0.7063
653/849, train_loss: 0.6709
654/849, train_loss: 0.6953
655/849, train_loss: 0.6970
656/849, train_loss: 0.6775
657/849, train_loss: 0.7537
658/849, train_loss: 0.7375
659/849, train_loss: 0.6934
660/849, train_loss: 0.7122
661/849, train_loss: 0.7000
662/849, train_loss: 0.7031
663/849, train_loss: 0.6943
664/849, train_loss: 0.6716
665/849, train_loss: 0.6875
666/849, train_loss: 0.6533
667/849, train_loss: 0.7285
668/849, train_loss: 0.6523
669/849, train_loss: 0.6122
670/849, train_loss: 0.5735
671/849, train_loss: 0.5532
672/849, train_loss: 0.6422
673/849, train_loss: 0.8782
674/849, train_loss: 0.9141
675/849, train_loss: 0.7102
676/849, train_loss: 0.7185
677/849, train_loss: 0.5419
678/849, train_loss: 0.7058
679/849, train_loss: 0.7300
680/849, train_loss: 0.8818
681/849, train_loss: 0.7344
682/849, train_loss: 0.6381
683/849, train_loss: 0.8633
684/849, train_loss: 0.5481
685/849, train_loss: 0.8877
686/849, train_loss: 0.5647
687/849, train_loss: 0.8691
688/849, train_loss: 0.5586
689/849, train_loss: 0.8198
690/849, train_loss: 0.5613
691/849, train_loss: 0.8281
692/849, train_loss: 0.5184
693/849, train_loss: 0.6877
694/849, train_loss: 0.8206
695/849, train_loss: 0.6206
696/849, train_loss: 0.7729
697/849, train_loss: 0.7383
698/849, train_loss: 0.7522
699/849, train_loss: 0.6445
700/849, train_loss: 0.6450
701/849, train_loss: 0.6821
702/849, train_loss: 0.6858
703/849, train_loss: 0.6018
704/849, train_loss: 0.6619
705/849, train_loss: 0.7209
706/849, train_loss: 0.7063
707/849, train_loss: 0.6748
708/849, train_loss: 0.6965
709/849, train_loss: 0.7021
710/849, train_loss: 0.7195
711/849, train_loss: 0.6394
712/849, train_loss: 0.7434
713/849, train_loss: 0.5171
714/849, train_loss: 0.6057
715/849, train_loss: 0.5840
716/849, train_loss: 0.7036
717/849, train_loss: 0.6960
718/849, train_loss: 0.6846
719/849, train_loss: 0.6270
720/849, train_loss: 0.6892
721/849, train_loss: 0.7207
722/849, train_loss: 0.6785
723/849, train_loss: 0.6843
724/849, train_loss: 0.6699
725/849, train_loss: 0.7230
726/849, train_loss: 0.5215
727/849, train_loss: 0.7393
728/849, train_loss: 0.6741
729/849, train_loss: 0.4774
730/849, train_loss: 0.7601
731/849, train_loss: 0.5864
732/849, train_loss: 0.7019
733/849, train_loss: 0.7048
734/849, train_loss: 0.7017
735/849, train_loss: 1.0552
736/849, train_loss: 0.4996
737/849, train_loss: 0.6584
738/849, train_loss: 0.6425
739/849, train_loss: 0.4348
740/849, train_loss: 0.9082
741/849, train_loss: 0.8440
742/849, train_loss: 0.6519
743/849, train_loss: 0.6094
744/849, train_loss: 0.7463
745/849, train_loss: 0.6943
746/849, train_loss: 0.6313
747/849, train_loss: 0.8552
748/849, train_loss: 0.7434
749/849, train_loss: 0.8748
750/849, train_loss: 0.5444
751/849, train_loss: 0.6921
752/849, train_loss: 0.7229
753/849, train_loss: 0.8384
754/849, train_loss: 0.6526
755/849, train_loss: 0.8301
756/849, train_loss: 0.6375
757/849, train_loss: 0.8052
758/849, train_loss: 0.5913
759/849, train_loss: 0.6062
760/849, train_loss: 0.8203
761/849, train_loss: 0.6454
762/849, train_loss: 0.6084
763/849, train_loss: 0.4639
764/849, train_loss: 0.7605
765/849, train_loss: 0.6328
766/849, train_loss: 0.7747
767/849, train_loss: 0.7661
768/849, train_loss: 0.7446
769/849, train_loss: 0.6941
770/849, train_loss: 0.5688
771/849, train_loss: 0.6782
772/849, train_loss: 0.6216
773/849, train_loss: 0.7554
774/849, train_loss: 0.6733
775/849, train_loss: 0.6812
776/849, train_loss: 0.7180
777/849, train_loss: 0.7222
778/849, train_loss: 0.7013
779/849, train_loss: 0.4872
780/849, train_loss: 0.6907
781/849, train_loss: 0.6223
782/849, train_loss: 0.8005
783/849, train_loss: 0.6111
784/849, train_loss: 0.5004
785/849, train_loss: 0.5332
786/849, train_loss: 0.6118
787/849, train_loss: 0.5935
788/849, train_loss: 0.5691
789/849, train_loss: 0.7031
790/849, train_loss: 0.5120
791/849, train_loss: 0.6509
792/849, train_loss: 0.5504
793/849, train_loss: 0.6512
794/849, train_loss: 0.7239
795/849, train_loss: 0.5442
796/849, train_loss: 0.7678
797/849, train_loss: 0.5183
798/849, train_loss: 0.4875
799/849, train_loss: 0.4872
800/849, train_loss: 0.4762
801/849, train_loss: 0.9683
802/849, train_loss: 0.4586
803/849, train_loss: 0.8062
804/849, train_loss: 0.8356
805/849, train_loss: 1.0669
806/849, train_loss: 0.5201
807/849, train_loss: 1.0676
808/849, train_loss: 0.4664
809/849, train_loss: 0.5039
810/849, train_loss: 1.0454
811/849, train_loss: 0.4972
812/849, train_loss: 0.8892
813/849, train_loss: 0.4690
814/849, train_loss: 0.5844
815/849, train_loss: 0.9270
816/849, train_loss: 0.4867
817/849, train_loss: 0.5016
818/849, train_loss: 0.9436
819/849, train_loss: 0.4797
820/849, train_loss: 0.5947
821/849, train_loss: 0.6277
822/849, train_loss: 0.5417
823/849, train_loss: 0.7866
824/849, train_loss: 0.4338
825/849, train_loss: 0.7065
826/849, train_loss: 0.3242
827/849, train_loss: 0.3409
828/849, train_loss: 0.7856
829/849, train_loss: 0.5408
830/849, train_loss: 0.8458
831/849, train_loss: 1.0500
832/849, train_loss: 0.7550
833/849, train_loss: 0.7451
834/849, train_loss: 0.4974
835/849, train_loss: 0.5421
836/849, train_loss: 0.7913
837/849, train_loss: 0.2475
838/849, train_loss: 0.8000
839/849, train_loss: 0.8525
840/849, train_loss: 0.6108
841/849, train_loss: 0.4346
842/849, train_loss: 0.6890
843/849, train_loss: 0.2031
844/849, train_loss: 0.6680
845/849, train_loss: 0.8535
846/849, train_loss: 0.6240
847/849, train_loss: 0.8726
848/849, train_loss: 0.7466
849/849, train_loss: 0.4845
epoch 23 average loss: 0.6842
Epoch time duration: 547.1149806976318
----------
epoch 24
1/849, train_loss: 1.1455
2/849, train_loss: 0.8301
3/849, train_loss: 0.1821
4/849, train_loss: 0.5068
5/849, train_loss: 1.3789
6/849, train_loss: 0.9971
7/849, train_loss: 0.5996
8/849, train_loss: 0.5187
9/849, train_loss: 0.8066
10/849, train_loss: 0.6205
11/849, train_loss: 0.8516
12/849, train_loss: 0.9529
13/849, train_loss: 0.3936
14/849, train_loss: 0.7109
15/849, train_loss: 0.6014
16/849, train_loss: 0.7197
17/849, train_loss: 0.5730
18/849, train_loss: 0.7520
19/849, train_loss: 0.6655
20/849, train_loss: 0.3119
21/849, train_loss: 0.7866
22/849, train_loss: 0.8347
23/849, train_loss: 0.7739
24/849, train_loss: 0.5447
25/849, train_loss: 0.8579
26/849, train_loss: 0.5887
27/849, train_loss: 0.4111
28/849, train_loss: 0.5530
29/849, train_loss: 0.5458
30/849, train_loss: 0.5427
31/849, train_loss: 0.6390
32/849, train_loss: 0.9840
33/849, train_loss: 1.0264
34/849, train_loss: 0.5161
35/849, train_loss: 0.9158
36/849, train_loss: 0.5906
37/849, train_loss: 0.8701
38/849, train_loss: 0.9491
39/849, train_loss: 0.8416
40/849, train_loss: 0.7107
41/849, train_loss: 0.9211
42/849, train_loss: 0.5864
43/849, train_loss: 0.8022
44/849, train_loss: 0.6294
45/849, train_loss: 0.6985
46/849, train_loss: 0.6567
47/849, train_loss: 0.6699
48/849, train_loss: 0.6616
49/849, train_loss: 0.6787
50/849, train_loss: 0.6694
51/849, train_loss: 0.5255
52/849, train_loss: 0.7107
53/849, train_loss: 0.7461
54/849, train_loss: 0.7781
55/849, train_loss: 0.6592
56/849, train_loss: 0.7375
57/849, train_loss: 0.7567
58/849, train_loss: 0.7473
59/849, train_loss: 0.6848
60/849, train_loss: 0.7336
61/849, train_loss: 0.6753
62/849, train_loss: 0.6862
63/849, train_loss: 0.6663
64/849, train_loss: 0.6962
65/849, train_loss: 0.6289
66/849, train_loss: 0.7590
67/849, train_loss: 0.6089
68/849, train_loss: 0.5684
69/849, train_loss: 0.8125
70/849, train_loss: 0.5470
71/849, train_loss: 0.7244
72/849, train_loss: 0.5049
73/849, train_loss: 0.7839
74/849, train_loss: 0.5051
75/849, train_loss: 0.6865
76/849, train_loss: 0.9810
77/849, train_loss: 0.9456
78/849, train_loss: 0.6237
79/849, train_loss: 0.5226
80/849, train_loss: 0.5125
81/849, train_loss: 0.4980
82/849, train_loss: 0.5083
83/849, train_loss: 0.7001
84/849, train_loss: 0.6876
85/849, train_loss: 0.9895
86/849, train_loss: 0.4469
87/849, train_loss: 0.9866
88/849, train_loss: 0.7780
89/849, train_loss: 0.6047
90/849, train_loss: 0.9136
91/849, train_loss: 0.5992
92/849, train_loss: 0.8679
93/849, train_loss: 0.8408
94/849, train_loss: 0.8315
95/849, train_loss: 0.8489
96/849, train_loss: 0.5142
97/849, train_loss: 0.6450
98/849, train_loss: 0.7830
99/849, train_loss: 0.6514
100/849, train_loss: 0.7454
101/849, train_loss: 0.5164
102/849, train_loss: 0.5498
103/849, train_loss: 0.5303
104/849, train_loss: 0.7854
105/849, train_loss: 0.7449
106/849, train_loss: 0.7769
107/849, train_loss: 0.7991
108/849, train_loss: 0.7346
109/849, train_loss: 0.4827
110/849, train_loss: 0.5789
111/849, train_loss: 0.7173
112/849, train_loss: 0.7339
113/849, train_loss: 0.6824
114/849, train_loss: 0.5454
115/849, train_loss: 0.6814
116/849, train_loss: 0.5396
117/849, train_loss: 0.8125
118/849, train_loss: 0.6665
119/849, train_loss: 0.6169
120/849, train_loss: 0.7681
